Tatouage,Description,CodeEx,Axe,Sens,Pr,État,Dans tunnel,Tunnel,Segment,Parent,GPS,triCode,Fermeture
L11.084V,Niche sécurité NSI-006 - PAU RN20E - Tunnel de Bobigny,NSI-006/BOB,A86NORD,I,"20,094",EXPLOI,Oui,BOBIGNY,12005280,,"48.912290,2.437311",BDR,BLN&CRN-I
L11.085W,Niche sécurité NSI-008 - PAU RN21A - Tunnel de Bobigny,NSI-008/BOB,A86NORD,I,"21,0122",EXPLOI,Oui,BOBIGNY,12005280,,"48.911427,2.439797",BDR,BLN&CRN-I
L11.086X,Niche sécurité NSI-010 - PAU RN21B - Tunnel de Bobigny,NSI-010/BOB,A86NORD,I,"21,0335",EXPLOI,Oui,BOBIGNY,12005281,,"48.910656,2.441981",BDR,BLN&CRN-I
L11.087Y,Niche sécurité NSI-011 - PAU RN21C - Tunnel de Bobigny,NSI-011/BOB,A86NORD,I,"21,049",EXPLOI,Oui,BOBIGNY,12005281,,"48.910380,2.443206",BDR,BLN&CRN-I
L11.088A,Niche sécurité NSI-013 - PAU RN21D - Tunnel de Bobigny,NSI-013/BOB,A86NORD,I,"21,0699",EXPLOI,Oui,BOBIGNY,12005281,,"48.909300,2.446828",BDR,BLN&CRN-I
L11.089C,Niche sécurité NSI-014 - PAU RN21E - Tunnel de Bobigny,NSI-014/BOB,A86NORD,I,"21,0918",EXPLOI,Oui,BOBIGNY,12005283,,"48.908535,2.449564",BDR,BLN&CRN-I
L11.091E,Niche sécurité NSI-015 - PAU RN22A - Tunnel de Bobigny,NSI-015/BOB,A86NORD,I,"22,011",EXPLOI,Oui,BOBIGNY,12005283,,"48.907800,2.452167",BDR,BLN&CRN-I
L11.092F,Niche sécurité NSI-016 - PAU RN22B - Tunnel de Bobigny,NSI-016/BOB,A86NORD,I,"22,0292",EXPLOI,Oui,BOBIGNY,12005283,,"48.907066,2.454878",BDR,BLN&CRN-I
L11.093G,Niche sécurité NSW-001 - PAU MR01S - Tunnel Ambroise Paré,NSW-001/PAR,A13,W,"1,0786",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848152,2.232595",BAP,BAP&SCL-W
L11.094H,Niche sécurité NSW-002 - PAU MR01T - Tunnel Ambroise Paré,NSW-002/PAR,A13,W,"1,0617",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848087,2.234893",BAP,BAP&SCL-W
L11.095J,Niche sécurité NSW-003 - PAU MR01U - Tunnel Ambroise Paré,NSW-003/PAR,A13,W,"1,0536",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848110,2.236001",BAP,BAP&SCL-W
L11.096K,Niche sécurité NSW-004 - PAU MR01V - Tunnel Ambroise Paré,NSW-004/PAR,A13,W,"1,0377",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848230,2.238086",BAP,BAP&SCL-W
L11.097L,Niche sécurité NSW-005 - PAU MR01W - Tunnel Ambroise Paré,NSW-005/PAR,A13,W,"1,0222",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848198,2.240264",BAP,BAP&SCL-W
L11.098M,Niche sécurité NSW-006 - PAU MR01X - Tunnel Ambroise Paré,NSW-006/PAR,A13,W,"1,0129",EXPLOI,Oui,AMBROISE_PARE,12004560,,"48.848186,2.241539",BAP,BAP&SCL-W
L11.099N,Niche sécurité NSW-007 - PAU MR00R - Tunnel Ambroise Paré,NSW-007/PAR,A13,W,"0,0985",EXPLOI,Oui,AMBROISE_PARE,12004558,,"48.848190,2.243586",BAP,BAP&SCL-W
L11.102S,Niche sécurité NSY-001 - PAU MR00B - Tunnel Ambroise Paré,NSY-001/PAR,A13,Y,"0,0974",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848568,2.243572",BAP,BAP&SCL-Y
L11.103T,Niche sécurité NSY-002 - PAU MR01A - Tunnel Ambroise Paré,NSY-002/PAR,A13,Y,"1,0058",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848540,2.242508",BAP,BAP&SCL-Y
L11.104U,Niche sécurité NSY-003 - PAU MR01B - Tunnel Ambroise Paré,NSY-003/PAR,A13,Y,"1,0252",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848540,2.239869",BAP,BAP&SCL-Y
L11.105V,Niche sécurité NSY-004 - PAU MR01C - Tunnel Ambroise Paré,NSY-004/PAR,A13,Y,"1,0332",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848492,2.238753",BAP,BAP&SCL-Y
L11.106W,Niche sécurité NSY-005 - PAU MR01D - Tunnel Ambroise Paré,NSY-005/PAR,A13,Y,"1,0539",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848450,2.235968",BAP,BAP&SCL-Y
L11.107X,Niche sécurité NSY-006 - PAU MR01E - Tunnel Ambroise Paré,NSY-006/PAR,A13,Y,"1,0616",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848427,2.234896",BAP,BAP&SCL-Y
L11.108Y,Niche sécurité NSY-007 - PAU MR01F - Tunnel Ambroise Paré,NSY-007/PAR,A13,Y,"1,0767",EXPLOI,Oui,AMBROISE_PARE,12004612,,"48.848480,2.232844",BAP,BAP&SCL-Y
L11.111D,Niche sécurité NSW-001 - PAU MZ10S - Tunnel de Champigny,NSW-001/CHA,A4,W,"10,0053",EXPLOI,Oui,CHAMPIGNY,12004822,,"48.826736,2.516792",CHA,CHA-W
L11.112E,Niche sécurité NSW-002 - PAU MZ09R - Tunnel de Champigny,NSW-002/CHA,A4,W,"9,0903",EXPLOI,Oui,CHAMPIGNY,12004822,,"48.826860,2.514684",CHA,CHA-W
L11.113F,Niche sécurité NSW-003 - PAU MZ09S - Tunnel de Champigny,NSW-003/CHA,A4,W,"9,0738",EXPLOI,Oui,CHAMPIGNY,12004822,,"48.827000,2.512586",CHA,CHA-W
L11.114G,Niche sécurité NSW-004 - PAU MZ09T - Tunnel de Champigny,NSW-004/CHA,A4,W,"9,0624",EXPLOI,Oui,CHAMPIGNY,12004820,,"48.827120,2.511312",CHA,CHA-W
L11.115H,Niche sécurité NSW-005 - PAU MZ09U - Tunnel de Champigny,NSW-005/CHA,A4,W,"9,0572",EXPLOI,Oui,CHAMPIGNY,12004820,,"48.827240,2.510285",CHA,CHA-W
L11.116J,Niche sécurité NSW-006 - PAU MZ09V - Tunnel de Champigny,NSW-006/CHA,A4,W,"9,0469",EXPLOI,Oui,CHAMPIGNY,12004820,,"48.827450,2.508722",CHA,CHA-W
L11.117K,Niche sécurité NSW-007 - PAU MZ09W - Tunnel de Champigny,NSW-007/CHA,A4,W,"9,031",EXPLOI,Oui,CHAMPIGNY,12004820,,"48.827717,2.506826",CHA,CHA-W
L11.118L,Niche sécurité NSW-008 - PAU MZ09X - Tunnel Dreyer,NSW-008/CHA,A4,W,"9,011",EXPLOI,Oui,CHAMPIGNY,12004818,,"48.828213,2.504231",CHA,CHA-W
L11.119M,Niche sécurité NSW-009 - PAU MZ08R - Tunnel Dreyer,NSW-009/CHA,A4,W,"8,0874",EXPLOI,Oui,CHAMPIGNY,12004818,,"48.828907,2.501235",CHA,CHA-W
L11.122R,Niche sécurité NSY-002 - PAU MZ09A - Tunnel de Champigny,NSY-002/CHA,A4,Y,"9,0123",EXPLOI,Oui,CHAMPIGNY,12016572,,"48.827778,2.504243",CHA,CHA-Y
L11.123S,Niche sécurité NSY-003 - PAU MZ09B - Tunnel de Champigny,NSY-003/CHA,A4,Y,"9,027",EXPLOI,Oui,CHAMPIGNY,12004892,,"48.827484,2.506081",CHA,CHA-Y
L11.124T,Niche sécurité NSY-004 - PAU MZ09C - Tunnel de Champigny,NSY-004/CHA,A4,Y,"9,0379",EXPLOI,Oui,CHAMPIGNY,12004892,,"48.827248,2.507638",CHA,CHA-Y
L11.125U,Niche sécurité NSY-005 - PAU MZ09D - Tunnel de Champigny,NSY-005/CHA,A4,Y,"9,0518",EXPLOI,Oui,CHAMPIGNY,12004892,,"48.826992,2.509484",CHA,CHA-Y
L11.126V,Niche sécurité NSY-006 - PAU MZ09E - Tunnel de Champigny,NSY-006/CHA,A4,Y,"9,0658",EXPLOI,Oui,CHAMPIGNY,12004892,,"48.826767,2.511355",CHA,CHA-Y
L11.127W,Niche sécurité NSY-007 - PAU MZ09F - Tunnel de Champigny,NSY-007/CHA,A4,Y,"9,0765",EXPLOI,Oui,CHAMPIGNY,12004893,,"48.826633,2.512790",CHA,CHA-Y
L11.128X,Niche sécurité NSY-008 - PAU MZ09G - Tunnel de Champigny,NSY-008/CHA,A4,Y,"9,0885",EXPLOI,Oui,CHAMPIGNY,12004893,,"48.826515,2.514407",CHA,CHA-Y
L11.129Y,Niche sécurité NSY-009 - PAU MZ10A - Tunnel de Champigny,NSY-009/CHA,A4,Y,"10,0052",EXPLOI,Oui,CHAMPIGNY,12004893,,"48.826363,2.516724",CHA,CHA-Y
L11.131C,Niche sécurité NSW-001 - PAU MR04S - Tunnel de Saint-Cloud,NSW-001/CLO,A13,W,"4,0452",EXPLOI,Oui,SAINT-CLOUD,12011840,,"48.839250,2.207381",SCL,BAP&SCL-W
L11.132D,Niche sécurité NSW-002 - PAU MR04T - Tunnel de Saint-Cloud,NSW-002/CLO,A13,W,"4,0302",EXPLOI,Oui,SAINT-CLOUD,12004564,L10.641T,"48.839250,2.210881",SCL,BAP&SCL-W
L11.133E,Niche sécurité NSW-003 - PAU MR04U - Tunnel de Saint-Cloud,NSW-003/CLO,A13,W,"4,0233",EXPLOI,Oui,SAINT-CLOUD,12004564,,"48.839300,2.212397",SCL,BAP&SCL-W
L11.134F,Niche sécurité NSW-004 - PAU MR04V - Tunnel de Saint-Cloud,NSW-004/CLO,A13,W,"4,0125",EXPLOI,Oui,SAINT-CLOUD,12004564,,"48.839170,2.216342",SCL,BAP&SCL-W
L11.135G,Niche sécurité NSW-005 - PAU MR03R - Tunnel de Saint-Cloud,NSW-005/CLO,A13,W,"3,0973",EXPLOI,Oui,SAINT-CLOUD,12004564,,"48.838974,2.211683",SCL,BAP&SCL-W
L11.136H,Niche sécurité NSW-006 - PAU MR03S - Tunnel de Saint-Cloud,NSW-006/CLO,A13,W,"3,0825",EXPLOI,Oui,SAINT-CLOUD,12004564,,"48.838863,2.213698",SCL,BAP&SCL-W
L11.137J,Niche sécurité NSY-001 - PAU MR03A - Tunnel de Saint-Cloud,NSY-001/CLO,A13,Y,"3,0496",EXPLOI,Oui,SAINT-CLOUD,12016696,,"48.839337,2.218025",SCL,BAP&SCL-Y
L11.138K,Niche sécurité NSY-002 - PAU MR03B - Tunnel de Saint-Cloud,NSY-002/CLO,A13,Y,"3,0666",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839590,2.214614",SCL,BAP&SCL-Y
L11.139L,Niche sécurité NSY-003 - PAU MR03C - Tunnel de Saint-Cloud,NSY-003/CLO,A13,Y,"3,0806",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839714,2.212389",SCL,BAP&SCL-Y
L11.141N,Niche sécurité NSY-004 - PAU MR03D - Tunnel de Saint-Cloud,NSY-004/CLO,A13,Y,"3,0956",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839820,2.210900",SCL,BAP&SCL-Y
L11.142P,Niche sécurité NSY-005 - PAU MR04A - Tunnel de Saint-Cloud,NSY-005/CLO,A13,Y,"4,0053",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839916,2.207544",SCL,BAP&SCL-Y
L11.143R,Niche sécurité NSY-006 - PAU MR04B - Tunnel de Saint-Cloud,NSY-006/CLO,A13,Y,"4,0147",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839810,2.209059",SCL,BAP&SCL-Y
L11.144S,Niche sécurité NSY-007 - PAU MR04C - Tunnel de Saint-Cloud,NSY-007/CLO,A13,Y,"4,0243",EXPLOI,Oui,SAINT-CLOUD,12004617,,"48.839867,2.207804",SCL,BAP&SCL-Y
L11.145T,Niche sécurité NSE-001 - PAU RN15R - Tunnel de La Courneuve,NSE-001/COU,A86NORD,E,"15,0822",EXPLOI,Oui,LA_COURNEUVE,12011557,,"48.923683,2.383636",CRN,BLN&CRN-E
L11.146U,Niche sécurité NSE-002 - PAU RN15S - Tunnel de La Courneuve,NSE-002/COU,A86NORD,E,"15,0686",EXPLOI,Oui,LA_COURNEUVE,12011557,,"48.923313,2.381853",CRN,BLN&CRN-E
L11.147V,Niche sécurité NSI-001 - PAU RN15B - Tunnel de La Courneuve,NSI-001/COU,A86NORD,I,"15,0812",EXPLOI,Oui,LA_COURNEUVE,12005263,,"48.923355,2.383775",CRN,BLN&CRN-I
L11.148W,Niche sécurité NSI-002 - PAU RN16A - Tunnel de La Courneuve,NSI-002/COU,A86NORD,I,"16,0115",EXPLOI,Oui,LA_COURNEUVE,12005263,,"48.923800,2.386403",CRN,BLN&CRN-I
L11.149X,Niche sécurité NSY-601 - PAU NG00A - Tunnel de Nanterre-La Défense,DEF-NSY-601/DEF,N192,Y,"0,006",EXPLOI,Oui,LA_DEFENSE,12004497,,"48.889880,2.245444",A14,A14&NEU-Y
L11.151A,Niche sécurité NSY-602 - PAU NG00B - Tunnel de Nanterre-La Défense,DEF-NSY-602/DEF,N192,Y,"0,028",EXPLOI,Oui,LA_DEFENSE,12004497,,"48.890900,2.242747",A14,A14&NEU-Y
L11.152C,Niche sécurité NSY-603 - PAU NG00C - Tunnel de Nanterre-La Défense,DEF-NSY-603/DEF,N192,Y,"0,05",EXPLOI,Oui,LA_DEFENSE,12004499,,"48.892060,2.241342",A14,A14&NEU-Y
L11.153D,Niche sécurité NSY-701 - PAU NM00A - Tunnel de Nanterre-La Défense,DEF-NSY-701/DEF,N1013,Y,"0,01",EXPLOI,Oui,LA_DEFENSE,12004501,,"48.890564,2.242644",A14,A14&NEU-Y
L11.154E,Niche sécurité NSY-702 - PAU NM00B - Tunnel de Nanterre-La Défense,DEF-NSY-702/DEF,N1013,Y,"0,0225",EXPLOI,Oui,LA_DEFENSE,12004502,,"48.890590,2.240281",A14,A14&NEU-Y
L11.155F,Niche sécurité NSY-703 - PAU NM01A - Tunnel de Nanterre-La Défense,DEF-NSY-703/DEF,N1013,Y,"0,032",EXPLOI,Oui,LA_DEFENSE,12004503,,"48.890163,2.239194",A14,A14&NEU-Y
L11.156G,Niche sécurité NSY-902 - PAU NV00B - Tunnel de Nanterre-La Défense,DEF-NSY-902/DEF,N1014,Y,"0,021",EXPLOI,Oui,LA_DEFENSE,12004495,,"48.887882,2.251667",A14,A14&NEU-Y
L11.157H,Niche incendie NSW-301 - Tunnel de Nanterre-La Défense,ECH-NSW-301/DEF,A14XA86,E>W,"0,0246",EXPLOI,Oui,ECHANGEUR_NANTERRE,12011889,,"48.902660,2.201364",ECH,A14&NEU-W
L11.158J,Niche incendie NSW-302 - Tunnel de Nanterre-La Défense,ECH-NSW-302/DEF,A14XA86,E>W,"0,0403",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004443,,"48.901978,2.199583",ECH,A14&NEU-W
L11.159K,Niche incendie NSW-303 - Tunnel de Nanterre-La Défense,ECH-NSW-303/DEF,A14XA86,E>W,"0,0578",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004443,,"48.900486,2.200350",ECH,A14&NEU-W
L11.161M,Niche incendie NSW-304 - Tunnel de Nanterre-La Défense,ECH-NIW-304/DEF,A14XA86,E>W,"0,07",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004443,,"48.900420,2.201803",ECH,A14&NEU-W
L11.162N,Niche sécurité NSW-304 - PAU NR03Z - Tunnel de Nanterre-La Défense,ECH-NSW-304/DEF,A14XA86,I>W,"0,0119",EXPLOI,Oui,ECHANGEUR_NANTERRE,12005651,,"48.900920,2.203331",ECH,A14&NEU-W
L11.163P,Niche sécurité NSW-801 - PAU NR03X - Tunnel de Nanterre-La Défense,ECH-NSW-801/DEF,A14XA86,I>W,"0,03",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004444,,"48.900920,2.203331",ECH,A14&NEU-W
L11.164R,Niche sécurité NSY-101 - PAU NR03L - Tunnel de Nanterre-La Défense,ECH-NSY-101/DEF,A14XA86,Y>E,"0,027",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004512,,"48.902140,2.202781",ECH,NAN-E
L11.165S,Niche sécurité NSY-102 - PAU NR03M - Tunnel de Nanterre-La Défense,ECH-NSY-102/DEF,A14XA86,Y>E,"0,052",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004512,,"48.902016,2.199786",ECH,NAN-E
L11.166T,Niche sécurité NSY-103 - PAU NR03N - Tunnel de Nanterre-La Défense,ECH-NSY-103/DEF,A14XA86,Y>E,"0,0726",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004512,L10.394Y,"48.900060,2.199692",ECH,NAN-E
L11.167U,Niche incendie NY-104 - Tunnel de Nanterre-La Défense,ECH-NSY-104/DEF,A14XA86,Y>E,"0,0722",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004512,,"48.900036,2.199683",ECH,NAN-E
L11.168V,Niche sécurité NSY-401 - PAU NR04G - Tunnel de Nanterre-La Défense,ECH-NSY-401/DEF,A14XA86,E,"0,004",EXPLOI,Oui,ECHANGEUR_NANTERRE,12011885,,"48.902966,2.200647",ECH,A14&NEU-W
L11.169W,Niche incendie NSY-402 - Tunnel de Nanterre-La Défense,ECH-NSY-402/DEF,A14XA86,E>Y,"0,013",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004515,,"48.902843,2.203389",ECH,A14&NEU-W
L11.171Y,Niche incendie NSY-403 - Tunnel de Nanterre-La Défense,ECH-NSY-403/DEF,A14XA86,E>Y,"0,029",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004515,,"48.902760,2.201400",ECH,A14&NEU-W
L11.172A,Niche sécurité NSY-404 - PAU NR04B - Tunnel de Nanterre-La Défense,ECH-NSY-404/DEF,A14XA86,E>Y,"0,0371",EXPLOI,Oui,ECHANGEUR_NANTERRE,12004515,,"48.903175,2.204572",ECH,A14&NEU-W
L11.173C,Niche sécurité NSE-001 - PAU RE46S - Tunnel du Moulin,NSE-001/MOU,A86EST,E,"46,011",EXPLOI,Oui,MOULIN,12005545,,"48.761444,2.382414",MOU,GMO&MOU-E
L11.174D,Niche sécurité NSE-002 - PAU RE45R - Tunnel du Moulin,NSE-002/MOU,A86EST,E,"45,09",EXPLOI,Oui,MOULIN,12005545,,"48.763187,2.381250",MOU,GMO&MOU-E
L11.175E,Niche sécurité NSE-003 - PAU RE45S - Tunnel du Moulin,NSE-003/MOU,A86EST,E,"45,07",EXPLOI,Oui,MOULIN,12005544,,"48.764797,2.380150",MOU,GMO&MOU-E
L11.176F,Niche sécurité NSE-004 - PAU RE45T - Tunnel du Moulin,NSE-004/MOU,A86EST,E,"45,055",EXPLOI,Oui,MOULIN,12005544,,"48.766037,2.379325",MOU,GMO&MOU-E
L11.177G,Niche sécurité NSI-001 - PAU RE45B - Tunnel du Moulin,NSI-001/MOU,A86EST,I,"45,067",EXPLOI,Oui,MOULIN,12005351,,"48.764763,2.379739",MOU,GMO&MOU-I
L11.178H,Niche sécurité NSI-002 - PAU RE45C - Tunnel du Moulin,NSI-002/MOU,A86EST,I,"45,087",EXPLOI,Oui,MOULIN,12005351,,"48.763084,2.380886",MOU,GMO&MOU-I
L11.179J,Niche sécurité NSW-001 - PAU LR05S - Tunnel de Fontenay,NSW-001/FON,A12,W,"5,0553",EXPLOI,Oui,FONTENAY,12016622,,"48.805023,2.050567",FLF,FLF-W
L11.181L,Niche sécurité NSW-004 - PAU LR05V - Tunnel de Fontenay,NSW-004/FON,A12,W,"5,0354",EXPLOI,Oui,FONTENAY,12016622,,"48.806114,2.051692",FLF,FLF-W
L11.182M,Niche sécurité NSY-001 - PAU LR05B - Tunnel de Fontenay,NSY-001/FON,A12,Y,"5,0348",EXPLOI,Oui,FONTENAY,12016620,,"48.806244,2.051372",FLF,FLF-Y
L11.183N,Niche sécurité NSY-004 - PAU LR05E - Tunnel de Fontenay,NSY-004/FON,A12,Y,"5,0546",EXPLOI,Oui,FONTENAY,12016620,,"48.805150,2.050256",FLF,FLF-Y
L11.184P,Niche sécurité NSE-001 - PAU RS51S - Tunnel de Fresnes,NSE-001/FRE,A86SUD,E,"51,0762",EXPLOI,Oui,FRESNES,12006946,,"48.760742,2.318511",FRE,FRE&ANT-E
L11.185R,Niche sécurité NSE-002 - PAU RS51T - Tunnel de Fresnes,NSE-002/FRE,A86SUD,E,"51,0586",EXPLOI,Oui,FRESNES,12016593,,"48.759950,2.320861",FRE,FRE&ANT-E
L11.186S,Niche sécurité NSE-003 - PAU RS51U - Tunnel de Fresnes,NSE-003/FRE,A86SUD,E,"51,0335",EXPLOI,Oui,FRESNES,12005587,,"48.758892,2.324033",FRE,FRE&ANT-E
L11.187T,Niche sécurité NSE-004 - PAU RS51V - Tunnel de Fresnes,NSE-004/FRE,A86SUD,E,"51,0108",EXPLOI,Oui,FRESNES,12005587,,"48.758038,2.326514",FRE,FRE&ANT-E
L11.188U,Niche sécurité NSI-001 - PAU RS50C - Tunnel de Fresnes,NSI-001/FRE,A86SUD,I,"50,0897",EXPLOI,Oui,FRESNES,12016596,,"48.757202,2.329825",FRE,FRE&ANT-I
L11.189V,Niche sécurité NSI-002 - PAU RS51A - Tunnel de Fresnes,NSI-002/FRE,A86SUD,I,"51,011",EXPLOI,Oui,FRESNES,12005393,,"48.758236,2.326625",FRE,FRE&ANT-I
L11.191X,Niche sécurité NSI-003 - PAU RS51B - Tunnel de Fresnes,NSI-003/FRE,A86SUD,I,"51,0335",EXPLOI,Oui,FRESNES,12005393,,"48.759064,2.324153",FRE,FRE&ANT-I
L11.192Y,Niche sécurité NSI-004 - PAU RS51C - Tunnel de Fresnes,NSI-004/FRE,A86SUD,I,"51,0595",EXPLOI,Oui,FRESNES,12016591,,"48.760120,2.320967",FRE,FRE&ANT-I
L11.193A,Niche sécurité NSI-005 - PAU RS51D - Tunnel de Fresnes,NSI-005/FRE,A86SUD,I,"51,0762",EXPLOI,Oui,FRESNES,12016591,,"48.760902,2.318619",FRE,FRE&ANT-I
L11.194C,Niche sécurité NSW-001 - PAU AL01S - Tunnel du Landy,NSW-001/LAN,A1,W,"1,0805",EXPLOI,Oui,LANDY,12004135,,"48.918674,2.357209",LAN,LAN-W
L11.195D,Niche sécurité NSW-003 - PAU AL01U - Tunnel du Landy,NSW-003/LAN,A1,W,"1,0582",EXPLOI,Oui,LANDY,12004134,,"48.913483,2.357622",LAN,LAN-W
L11.196E,Niche sécurité NSW-005 - PAU AL01W - Tunnel du Landy,NSW-005/LAN,A1,W,"1,0361",EXPLOI,Oui,LANDY,12004134,,"48.911427,2.357789",LAN,LAN-W
L11.197F,Niche sécurité NSW-007 - PAU AL01Y - Tunnel du Landy,NSW-007/LAN,A1,W,"1,0099",EXPLOI,Oui,LANDY,12004134,,"48.909970,2.357900",LAN,LAN-W
L11.198G,Niche sécurité NSW-009 - PAU AL00S - Tunnel du Landy,NSW-009/LAN,A1,W,"0,0808",EXPLOI,Oui,LANDY,12004134,,"48.909126,2.358000",LAN,LAN-W
L11.199H,Niche sécurité NSW-010 - PAU AL00T - Tunnel du Landy,NSW-010/LAN,A1,W,"0,0655",EXPLOI,Oui,LANDY,12004132,,"48.907585,2.358089",LAN,LAN-W
L11.201K,Niche sécurité NSW-011 - PAU AL00U - Tunnel du Landy,NSW-011/LAN,A1,W,"0,0457",EXPLOI,Oui,LANDY,12004132,,"48.906113,2.358211",LAN,LAN-W
L11.202L,Niche sécurité NSY-001 - PAU AL00C - Tunnel du Landy,NSY-001/LAN,A1,Y,"0,0656",EXPLOI,Oui,LANDY,12004071,,"48.907604,2.358578",LAN,LAN-Y
L11.203M,Niche sécurité NSY-002 - PAU AL00D - Tunnel du Landy,NSY-002/LAN,A1,Y,"0,08",EXPLOI,Oui,LANDY,12004071,,"48.909138,2.358425",LAN,LAN-Y
L11.204N,Niche sécurité NSY-004 - PAU AL01A - Tunnel du Landy,NSY-004/LAN,A1,Y,"1,0085",EXPLOI,Oui,LANDY,12004072,,"48.909992,2.358406",LAN,LAN-Y
L11.205P,Niche sécurité NSY-006 - PAU AL01C - Tunnel du Landy,NSY-006/LAN,A1,Y,"1,036",EXPLOI,Oui,LANDY,12004072,,"48.911440,2.358289",LAN,LAN-Y
